Symbol;Year;stockPrice;Sector;numberOfShares;cashAndCashEquivalents;shortTermInvestments;netReceivables;inventory;otherCurrentAssets;propertyPlantEquipmentNet;goodwill;intangibleAssets;longTermInvestments;otherNonCurrentAssets;accountPayables;shortTermDebt;longTermDebt;deferredRevenueNonCurrent;taxPayables;deferredRevenue;otherCurrentLiabilities;deferredTaxLiabilitiesNonCurrent;otherLiabilities;capitalLeaseObligations;preferredStock;commonStock;accumulatedOtherComprehensiveIncomeLoss;othertotalStockholdersEquity;revenue;costOfRevenue;researchAndDevelopmentExpenses;generalAndAdministrativeExpenses;sellingAndMarketingExpenses;sellingGeneralAndAdministrativeExpenses;operatingExpenses;costAndExpenses;interestIncome;depreciationAndAmortization;operatingIncome;operatingIncomeRatio;ebitdaratio;incomeBeforeTaxRatio;netIncomeRatio;epsdiluted;Column1
AMP;2016;110,94;8;166300000;2486000000;30719000000;5310000000;0;-35184000000;0;0;0;30771000000;1,05719E+11;0;200000000;5187000000;10036000000;0;0;1,28093E+11;0;0;49000000;0;3000000;200000000;-4262000000;11735000000;0;0;2977000000;3202000000;6179000000;9968000000;10143000000;0;280000000;248000000;0;0;0,180656157;0,135662548;0,111972731;7,81
AMP;2015;106,42;8;181700000;2859000000;28673000000;5274000000;0;-33857000000;0;0;0;28950000000;1,13443E+11;0;200000000;10186000000;8634000000;0;0;1,27679E+11;0;0;60000000;0;3000000;253000000;-2727000000;12200000000;0;0;3082000000;3276000000;6358000000;9641000000;10058000000;0;417000000;248000000;0;0;0,219836066;0,17557377;0,128032787;8,48
AMP;2014;132,25;8;191600000;3028000000;30027000000;5027000000;0;-35468000000;0;0;0;30375000000;1,14594E+11;0;200000000;9929000000;7664000000;0;0;1,30557E+11;0;0;0;0;3000000;662000000;-1244000000;12296000000;0;0;3095000000;3236000000;6331000000;9393000000;9749000000;0;356000000;254000000;0;0;0,225601822;0,207140534;0,131668835;8,3
AMP;2013;115,05;8;203200000;3051000000;30310000000;4610000000;0;-35611000000;0;0;0;30704000000;80884000000;0;500000000;8456000000;7062000000;0;0;1,27428E+11;0;0;0;0;3000000;595000000;-32000000;11230000000;0;0;2945000000;3036000000;5981000000;8948000000;9260000000;0;312000000;239000000;0;0;0,211665183;0,175422974;0,118788958;6,44
AMP;2012;62,63;8;218700000;2950000000;31472000000;4315000000;0;-36199000000;0;0;0;31863000000;99589000000;0;501000000;7384000000;6526000000;0;0;1,17752E+11;0;0;0;0;3000000;1194000000;1178000000;10259000000;0;0;3042000000;2698000000;5740000000;8703000000;9021000000;0;318000000;225000000;0;0;0,185885564;0,12067453;0,100302174;4,62
ABC;2018;92,79;2;217872000;2492516000;0;11314226000;11918508000;169122000;1892424000;6664272000;2947828000;0;270942000;26836873000;151657000;4158532000;0;0;0;881157000;1829410000;0;0;0;2836000;-79253000;-711341000;1,6794E+11;1,63327E+11;0;0;2460301000;2460301000;2925428000;1,66253E+11;14941000;189640000;510109000;1443685000;0,008596452;0,011430804;0,007010989;0,009875007;7,53
ABC;2017;82,75;2;218375000;2435115000;0;10303324000;11461428000;103432000;1797945000;6044281000;2833281000;0;337664000;25404042000;12121000;3429934000;0;0;0;1402002000;2492612000;0;0;0;2806000;-95850000;-237713000;1,53144E+11;1,48598E+11;0;0;2128730000;2128730000;2526333000;1,51124E+11;3857000;149042000;432331000;1060342000;0,006923831;0,009789882;0,005993627;0,002380011;1,87
ABC;2016;80,78;2;212206000;2741832000;0;9175876000;10723920000;210219000;1530682000;5991497000;2967849000;0;314325000;23926320000;611149000;3594253000;0;0;0;743839000;2214774000;0;0;0;2778000;-114308000;-63007000;1,4685E+11;1,42577E+11;0;0;2091237000;2091237000;2455972000;1,45033E+11;4437000;144349000;392166000;1525774000;0,010390039;0,013125156;0,009471658;0,009723746;6,32
ABC;2015;94,99;2;217786000;2167442000;0;8222951000;9755094000;189001000;979251000;4130825000;1993119000;0;298474000;20886439000;0;3493048000;0;0;0;1814326000;819188000;0;0;0;2750000;-136333000;-414520000;1,35962E+11;1,32432E+11;0;0;1918045000;1918045000;2161325000;1,34594E+11;2985000;101986000;249600000;417370000;0,003069759;0,004602285;0,002016368;-0,000992095;-0,62
ABC;2014;77,3;2;227367000;1808513000;0;6312883000;8593852000;84957000;899582000;2948502000;533242000;0;350652000;15592834000;0;1995632000;0;0;0;1657326000;0;0;0;0;2711000;-52046000;435805000;1,19569E+11;1,16587E+11;0;0;1587261000;1587261000;1772551000;1,18359E+11;841000;77703000;192733000;778884000;0,00651409;0,007830767;0,005632123;0,002312336;1,17
ABC;2013;61,1;2;231067000;1231006000;0;6051920000;6981494000;129231000;803561000;2944970000;554743000;0;221713000;13335792000;0;1396606000;0;0;0;1534843000;0;0;0;0;2678000;-35483000;844136000;87959167000;85451348000;0;0;1333712000;1333712000;1495898000;86947246000;1151000;75048000;170793000;898399000;0,010213819;0,011489092;0,00937319;0,004930777;1,84
ABC;2012;38,99;2;252906000;1066608000;0;3938597000;5689147000;292799000;780013000;2973097000;580448000;0;123417000;9630110000;0;1446770000;0;0;0;1584372000;0;0;0;0;2625000;-30787000;1214451000;79489596000;76820498000;0;0;1229495000;1229495000;1370549000;78191047000;1801000;97225000;147194000;1252728000;0,015759647;0,017843216;0,014632494;0,009045033;2,8
AME;2018;67,7;1;230823000;353975000;0;732839000;624744000;124586000;554130000;3612033000;2403771000;256210000;0;399571000;358876000;2273837000;0;48597000;137229000;314431000;528336000;0;0;0;2640000;-551088000;-863441000;4845872000;3186310000;0;584022000;0;584022000;584022000;3770332000;0;82180000;199490000;1075540000;0,221949734;0,261958013;0,203832251;0,160535194;3,34
AME;2017;72,47;1;230229000;646300000;0;668176000;540504000;79675000;493296000;3115619000;2013365000;239129000;0;437329000;308123000;1866166000;0;34660000;0;358551000;512526000;0;0;0;2631000;-429176000;-548241000;4300170000;2851431000;0;533645000;0;533645000;533645000;3385076000;0;98029000;183227000;915094000;0,212804145;0,250684275;0,185278489;0,15847513;2,94
AME;2016;48,6;1;232593000;717259000;0;592326000;492104000;126501000;473230000;2818950000;1734021000;146283000;0;369537000;278921000;2062644000;0;29913000;0;246070000;621776000;0;0;0;2615000;-542389000;-607396000;3840087000;2575220000;0;462970000;0;462970000;462970000;3038190000;0;94304000;179716000;801897000;0,208822613;0,251849242;0,180491484;0,133371457;2,19
AME;2015;53,59;1;239906000;381005000;0;603295000;514451000;120862000;484548000;2706633000;1672961000;180775000;0;365355000;386075000;1556045000;0;32738000;0;241004000;624046000;0;0;0;2608000;-405631000;-317144000;3974295000;2549280000;0;448592000;0;448592000;517299000;3066579000;0;91795000;149460000;907716000;0,228396735;0,263602727;0,202898879;0,148670141;2,45
AME;2014;52,63;1;244885000;377615000;0;585462000;495896000;119631000;448446000;2614030000;1625561000;154322000;0;386207000;286201000;1427825000;0;27157000;0;236579000;618385000;0;0;0;2589000;-266894000;33943000;4021964000;2597017000;0;462637000;0;462637000;526361000;3123378000;0;79928000;138584000;898586000;0,223419702;0,254438876;0,2001092;0,145317064;2,37
AME;2013;52,67;1;243915000;295203000;0;536701000;452848000;84377000;402790000;2408363000;1473926000;223694000;0;347638000;273315000;1141750000;0;40007000;0;213585000;558555000;0;0;0;2581000;-65239000;232764000;3594136000;2323642000;0;398177000;0;398177000;455415000;2779057000;0;73572000;118657000;815079000;0,226780233;0,255144491;0,201660427;0,143845141;2,1
AME;2012;37,57;1;241512000;157984000;0;507850000;428935000;69974000;383483000;2208239000;1309727000;123864000;0;321183000;320654000;1133121000;0;40598000;0;197534000;482852000;0;0;0;2565000;-151330000;176497000;3334213000;2154132000;0;380532000;0;380532000;434209000;2588341000;0;75472000;105471000;745872000;0,223702565;0,252958644;0,198690066;0,13770326;1,88
AMGN;2018;194,67;2;661000000;6945000000;22359000000;3580000000;2940000000;1794000000;4958000000;14699000000;7443000000;0;1698000000;1207000000;4419000000;29510000000;0;0;0;7862000000;864000000;0;0;0;31246000000;-769000000;0;23747000000;4101000000;3737000000;5332000000;0;5332000000;9383000000;13484000000;674000000;1392000000;1946000000;10263000000;0,432180907;0,542510633;0,401945509;0,353476229;12,62
AMGN;2017;173,9;2;731000000;3800000000;37878000000;3237000000;2834000000;1727000000;4989000000;14761000000;8609000000;0;2119000000;1352000000;1152000000;34190000000;0;0;0;6516000000;1166000000;0;0;0;30992000000;-679000000;0;22849000000;4069000000;3562000000;4870000000;0;4870000000;8807000000;12876000000;928000000;1304000000;1955000000;9973000000;0,436474244;0,562650444;0,420018382;0,086612106;2,69
AMGN;2016;146,21;2;748000000;3241000000;34844000000;3165000000;2745000000;2015000000;4961000000;14751000000;10279000000;0;1625000000;917000000;4403000000;30193000000;0;0;0;5884000000;2436000000;0;0;0;30784000000;-471000000;0;22991000000;4162000000;3840000000;5062000000;0;5062000000;9035000000;13197000000;629000000;1260000000;2105000000;9794000000;0,42599278;0,544908877;0,398547258;0,335870558;10,24
AMGN;2015;162,33;2;758000000;4144000000;27238000000;2995000000;2435000000;1706000000;4907000000;14787000000;11641000000;0;1723000000;965000000;2250000000;29306000000;0;0;0;5452000000;2239000000;0;0;0;30649000000;-480000000;0;21662000000;4227000000;4070000000;4846000000;0;4846000000;8965000000;13192000000;603000000;1095000000;2108000000;8470000000;0,391007294;0,516157326;0,36829471;0,320330533;9,06
AMGN;2014;159,29;2;759000000;3731000000;23295000000;2546000000;2647000000;2494000000;5223000000;14788000000;12693000000;0;1592000000;1212000000;500000000;30215000000;0;0;0;5296000000;3461000000;0;0;0;30410000000;-8000000;0;20063000000;4422000000;4297000000;4699000000;0;4699000000;9450000000;13872000000;465000000;1071000000;2092000000;6191000000;0,308577979;0,436026516;0,278373125;0,257090166;6,7
AMGN;2013;114,08;2;753000000;3805000000;15596000000;2697000000;3019000000;2250000000;5349000000;14968000000;13262000000;3412000000;1767000000;787000000;2505000000;29623000000;0;0;0;4655000000;0;0;0;0;29891000000;-161000000;0;18676000000;3346000000;4083000000;5184000000;0;5184000000;9463000000;12809000000;420000000;1022000000;1286000000;5867000000;0,314146498;0,405493682;0,281912615;0,272060398;6,64
AMGN;2012;86,2;2;775000000;3257000000;20804000000;2518000000;2744000000;1886000000;5326000000;12662000000;3968000000;0;1133000000;905000000;2495000000;24034000000;0;0;0;4791000000;0;0;0;0;29337000000;146000000;0;17265000000;2918000000;3380000000;4801000000;0;4801000000;8770000000;11688000000;485000000;1053000000;1088000000;5577000000;0,323023458;0,414132638;0,290124529;0,251665219;5,52
APH;2018;40,51;3;602400000;1279300000;12400000;1791800000;1233800000;254300000;875800000;4103200000;397900000;0;96400000;890500000;764300000;2806400000;0;203500000;0;593000000;255600000;0;0;0;300000;-390200000;1378200000;8202000000;5547100000;0;959500000;0;959500000;959500000;6506600000;0;101700000;299700000;1686900000;0,205669349;0,2411485;0,193660083;0,146915386;1,925
APH;2017;43,9;3;611400000;1719100000;34600000;1598600000;1106900000;196800000;816800000;4042600000;441600000;0;46900000;875600000;1100000;3541500000;0;154200000;0;548500000;241200000;0;0;0;300000;-201000000;1249000000;7011300000;4701400000;0;878300000;0;878300000;878300000;5579700000;20200000;92300000;226800000;1427600000;0,203614166;0,236946073;0,192888623;0,0927788;1,03
APH;2016;33,6;3;616600000;1034600000;138600000;1349300000;928900000;139800000;711400000;3678800000;288300000;0;229000000;678200000;375200000;2635500000;0;125100000;0;456700000;0;0;0;0;300000;-469000000;1020900000;6286400000;4246400000;0;798200000;0;798200000;798200000;5044600000;11500000;72600000;217000000;1205200000;0,191715449;0,226043523;0,181518834;0,130901629;1,305
APH;2015;26,115;3;618158246;1737200000;23200000;1104600000;851800000;133200000;609500000;2692900000;216400000;0;89600000;587800000;300000;2813200000;0;81800000;0;338500000;0;0;0;0;300000;-349500000;783300000;5568700000;3789200000;0;669100000;0;669100000;669100000;4458300000;18400000;68300000;171600000;1104700000;0,198376641;0,230556503;0,189056692;0,137105608;1,205
APH;2014;26,905;3;626273582;968900000;360700000;1123700000;865600000;185200000;590700000;2616700000;235500000;0;80000000;618400000;1600000;2672300000;0;90800000;0;334800000;0;0;0;0;300000;-205800000;659400000;5345500000;3651700000;0;645100000;0;645100000;645100000;4296800000;20200000;80400000;168100000;1034600000;0,193545973;0,227275278;0,181928725;0,132653634;1,105
APH;2013;22,295;3;636371148;886838000;305324000;1001012000;792644000;171749000;532425000;2289085000;164900000;0;24051000;549942000;701437000;1431437000;0;96388000;0;262111000;0;0;0;0;158000;-54951000;489930000;4614669000;3163835000;0;548038000;0;548038000;548038000;3711873000;14972000;63553000;136482000;896813000;0,194339616;0,226149048;0,183468197;0,137750292;0,98
APH;2012;16,175;3;646088320;690850000;251653000;910711000;733718000;119983000;417436000;1932740000;140600000;0;17772000;496525000;100293000;1606204000;0;94341000;0;197355000;0;0;0;0;160000;-117004000;336683000;4292065000;2948853000;0;512867000;0;512867000;512867000;3461720000;11512000;59613000;121779000;828345000;0,192994514;0,222746394;0,181460672;0,129382244;0,8475
ADI;2018;87,18;3;370430000;816591000;0;639717000;586760000;69058000;1154328000;12252604000;4778192000;28730000;102721000;260919000;67000000;6265674000;0;93722000;487417000;497080000;927065000;0;0;0;61694000;-58440000;5282222000;6200942000;1967640000;1165410000;0;0;695937000;2290249000;4257889000;9383000;253589000;799063000;1881735000;0,303459539;0,433993577;0,264236789;0,241162069;3,97
ADI;2017;91,21;3;346371000;1047838000;0;688953000;550816000;63731000;1107304000;12217455000;5319425000;24838000;88612000;236629000;300000000;7551084000;0;86905000;473972000;498826000;1674683000;0;0;0;61441000;-61359000;5250519000;5107503000;2045907000;968602000;0;0;691046000;1956999000;4002906000;30333000;250840000;584059000;1055134000;0,206585096;0,325674601;0,162209401;0,142390323;2,07
ADI;2016;63,53;3;308736000;921132000;3134661000;477609000;376555000;64906000;636116000;1679116000;549368000;21937000;72873000;171439000;0;1732177000;0;4100000;351538000;255857000;109931000;0;0;0;51363000;-73814000;402270000;3421409000;1194236000;653816000;0;0;461438000;1185377000;2379613000;21221000;88757000;209790000;1028112000;0,300493744;0,366944729;0,279686235;0,251844781;2,76
ADI;2015;60,12;3;312660000;884353000;2144575000;466527000;412314000;171779000;644110000;1636526000;583517000;17482000;67715000;174247000;374839000;498497000;0;15062000;300087000;249595000;227376000;0;0;0;52011000;-50851000;634484000;3435092000;1175830000;637459000;0;0;478972000;1428421000;2604251000;8625000;27030000;222240000;830841000;0,241868631;0,308400474;0,235834732;0,202870258;2,2
ADI;2014;49,62;3;313195000;569233000;2297235000;396605000;367927000;180886000;622422000;1642438000;671402000;13397000;70896000;138967000;0;872789000;0;62770000;278435000;228884000;235791000;0;0;0;51869000;-168526000;643058000;2864773000;1034585000;559686000;0;0;454676000;1040382000;2074967000;12173000;34784000;141970000;752484000;0,262667932;0,316289982;0,254590852;0,219675346;1,98
ADI;2013;49,68;3;307763000;392089000;4290823000;325144000;283337000;181032000;508171000;284112000;28552000;3816000;58448000;119994000;0;872241000;0;45490000;247428000;157600000;6037000;0;0;0;51842000;-80546000;711879000;2633689000;941278000;513255000;0;0;396233000;909488000;1850766000;12753000;27102000;110416000;753075000;0,285939228;0,36178949;0,309574517;0,255720019;2,14
ADI;2012;39,82;3;298761000;528833000;3371545000;339881000;313723000;142203000;500867000;283833000;28772000;1816000;65343000;117034000;14500000;807098000;0;6097000;0;387448000;1130000;0;0;0;50233000;-64394000;390651000;2701142000;960141000;512003000;0;0;396519000;908522000;1868663000;14448000;26422000;109833000;824048000;0,305073928;0,351624609;0,30118113;0,241096544;2,13
ANSS;2018;142,94;3;83973000;777139000;225000;498553000;0;35260000;61655000;1572455000;211272000;0;82775000;7953000;0;0;0;8726000;328584000;179504000;30077000;0;0;0;932000;-62379000;-208417000;1293636000;155885000;233802000;413580000;0;413580000;661177000;817062000;11419000;0;59255000;476574000;0,368398839;0,422329001;0,376523999;0,324183155;4,88
ANSS;2017;147,59;3;84988000;881501000;286000;361477000;0;27002000;57096000;1378553000;157625000;0;35972000;6042000;0;0;0;5760000;440491000;156260000;1461000;0;0;0;932000;-37844000;-34173000;1095250000;150164000;202746000;338640000;0;338640000;554358000;704522000;6962000;0;67678000;390728000;0,356747774;0,423074184;0,361281899;0,236704862;2,98
ANSS;2016;92,49;3;87227000;822479000;381000;322029000;0;24512000;54677000;1337215000;172619000;0;24287000;7395000;0;0;0;5263000;403279000;123163000;2259000;0;0;0;932000;-57652000;207460000;988465000;146860000;183093000;269515000;0;269515000;465363000;612223000;4209000;221000;69587000;376242000;0,380632597;0,455375759;0,384753127;0,268735868;2,99
ANSS;2015;92,5;3;89561000;784168000;446000;269642000;0;22170000;61924000;1332348000;220553000;0;5757000;4865000;0;0;0;4695000;364644000;109942000;2091000;0;0;0;932000;-52164000;453630000;942753000;147246000;168831000;253603000;0;253603000;441828000;589074000;2829000;325000;77670000;353679000;0,375155529;0,461160028;0,37842892;0,267854889;2,76
ANSS;2014;82;3;92067000;788064000;714000;272335000;0;49380000;64643000;1312182000;259312000;0;6187000;3421000;0;0;0;7127000;332664000;121887000;37390000;0;0;0;932000;-31754000;708815000;936021000;153386000;165421000;246376000;0;246376000;435185000;588571000;3002000;779000;81924000;347450000;0,371198937;0,460290955;0,371935031;0,272098596;2,7
ANSS;2013;87,2;3;92691000;742486000;500000;298579000;0;26031000;78674000;1255704000;291390000;0;10586000;7939000;0;0;0;9333000;309775000;113384000;66899000;0;18136000;0;932000;-2644000;853140000;861260000;146692000;151439000;218907000;0;218907000;392705000;539397000;2841000;1169000;80701000;321863000;0,373711771;0,469497016;0,374438613;0,28484662;2,58
ANSS;2012;67,34;3;92622000;576703000;452000;312866000;0;23338000;52253000;1251247000;351173000;0;24393000;4924000;53149000;0;0;8182000;305793000;105339000;92822000;0;0;0;932000;8651000;891217000;798018000;139516000;132628000;205178000;0;205178000;364249000;503765000;3360000;2661000;85422000;294253000;0,368729778;0,478222296;0,367845086;0,254985477;2,14
AON;2018;145,36;8;245200000;656000000;10338000000;2885000000;0;493000000;588000000;8171000000;1149000000;54000000;1527000000;1943000000;251000000;5993000000;65000000;83000000;251000000;10768000000;181000000;0;169000000;0;2000000;-3909000000;5965000000;10770000000;0;0;7985000000;0;2354000000;3123000000;9232000000;5000000;278000000;769000000;1544000000;0,143361188;0,216063138;0,115691736;0,105292479;4,59
AON;2017;134;8;258500000;756000000;10154000000;2620000000;0;147000000;564000000;8358000000;1733000000;57000000;1310000000;1961000000;299000000;5667000000;49000000;139000000;311000000;10045000000;127000000;0;153000000;0;2000000;-3496000000;5775000000;9998000000;0;0;8042000000;0;2039000000;2930000000;8949000000;27000000;282000000;891000000;979000000;0,097919584;0,264952991;0,068513703;0,122624525;4,7
AON;2016;111,53;8;267946257;431000000;9775000000;2689000000;0;251000000;765000000;8747000000;2223000000;119000000;1293000000;1801000000;336000000;5869000000;140000000;78000000;393000000;9887000000;101000000;0;169000000;0;3000000;-3912000000;5577000000;9409000000;0;0;7279000000;0;2807000000;2807000000;7559000000;9000000;282000000;509000000;1906000000;0,202572006;0,25783824;0,148899989;0,148368583;5,16
AON;2015;92,21;8;280933063;384000000;10288000000;2828000000;0;472000000;765000000;8448000000;2180000000;135000000;1523000000;1772000000;562000000;5175000000;159000000;94000000;394000000;10264000000;176000000;0;166000000;0;3000000;-3423000000;5409000000;9480000000;0;0;7556000000;0;2997000000;2997000000;7811000000;14000000;273000000;543000000;1848000000;0,194936709;0,260337553;0,150632911;0,146097046;4,88
AON;2014;94,83;8;295348837;374000000;12032000000;3126000000;0;291000000;765000000;8860000000;2520000000;143000000;1517000000;1805000000;783000000;4799000000;167000000;66000000;408000000;11952000000;313000000;0;184000000;0;3000000;-3134000000;5097000000;12045000000;0;0;10079000000;0;3065000000;3065000000;10055000000;10000000;255000000;594000000;1966000000;0,163221254;0,214196762;0,146533831;0,115981735;4,66
AON;2013;83,89;8;311764706;477000000;12394000000;3100000000;0;359000000;791000000;8997000000;2578000000;132000000;1230000000;1931000000;703000000;3686000000;134000000;184000000;475000000;12118000000;420000000;0;204000000;0;3000000;-2374000000;4785000000;11815000000;0;0;10144000000;0;3199000000;3199000000;10134000000;9000000;210000000;635000000;1671000000;0,141430385;0,198730427;0,130173508;0,094202285;3,53
AON;2012;55,61;8;327722772;291000000;12560000000;3101000000;0;430000000;820000000;8943000000;2975000000;165000000;916000000;1853000000;452000000;3713000000;0;0;0;13045000000;306000000;0;0;0;3000000;-2610000000;4436000000;11514000000;0;0;9918000000;0;3209000000;3209000000;9918000000;10000000;228000000;655000000;1596000000;0,138613861;0,194198367;0,119940941;0,086242835;2,99
APA;2018;26,25;11;382000000;714000000;0;1194000000;401000000;378000000;18421000000;0;0;0;474000000;709000000;150000000;8054000000;0;58000000;0;1284000000;391000000;0;0;0;260000000;4000000;8914000000;7348000000;4192000000;0;431000000;0;431000000;1187000000;5379000000;22000000;397000000;140000000;1969000000;0,267964072;0,169978225;0,130375612;0,005443658;0,11
APA;2017;42,22;11;381000000;1668000000;0;1345000000;368000000;344000000;17759000000;0;0;0;438000000;641000000;550000000;7934000000;0;55000000;0;1318000000;545000000;0;0;0;259000000;4000000;9241000000;5887000000;3859000000;0;395000000;0;395000000;1181000000;5040000000;19000000;406000000;144000000;847000000;0,143876338;0,215559708;0,15593681;0,221505011;3,41
APA;2016;63,47;11;379000000;1377000000;0;1128000000;476000000;260000000;18867000000;0;0;0;411000000;585000000;0;8544000000;0;22000000;0;1236000000;1710000000;0;0;0;258000000;-112000000;9477000000;5367000000;4312000000;0;410000000;0;410000000;1199000000;5511000000;8000000;416000000;158000000;-144000000;-0,026830632;-0,237190237;-0,313396683;-0,261784982;-3,71
APA;2015;44,47;11;378000000;1467000000;0;1253000000;570000000;462000000;14119000000;0;0;0;971000000;618000000;1000000;8777000000;0;47000000;0;1175000000;1072000000;0;0;0;257000000;-116000000;9578000000;6383000000;31437000000;0;377000000;0;377000000;821000000;32258000000;10000000;259000000;324000000;-25875000000;-4,053736488;-4,387435375;-4,422058593;-3,621964593;-61,2
APA;2014;62,67;11;384000000;769000000;0;2024000000;708000000;2914000000;48076000000;87000000;0;0;1374000000;1210000000;0;11245000000;0;54000000;0;2400000000;9499000000;0;0;0;256000000;-116000000;9548000000;13749000000;12910000000;0;434000000;0;434000000;1475000000;14385000000;12000000;136000000;410000000;-636000000;-0,04625791;-0,234198851;-0,211360826;-0,392974034;-14,06
APA;2013;85,94;11;395000000;1906000000;0;2952000000;891000000;617000000;52421000000;1369000000;0;0;1481000000;1616000000;53000000;9672000000;0;257000000;0;2774000000;8364000000;0;0;0;255000000;-115000000;11224000000;16402000000;10053000000;0;503000000;0;503000000;1527000000;11580000000;15000000;197000000;410000000;4822000000;0,293988538;0,290635288;0,257041824;0,136080966;5,5
APA;2012;78,5;11;389000000;160000000;0;3086000000;908000000;808000000;53280000000;1289000000;0;0;1206000000;1092000000;990000000;11355000000;0;350000000;0;3104000000;8024000000;0;0;1227000000;245000000;-131000000;9829000000;16947000000;10380000000;0;531000000;0;531000000;1494000000;11874000000;17000000;175000000;0;5073000000;0,299345017;0,298105859;0,287779548;0,118073995;4,92
AAPL;2018;56,435;3;19821508000;25913000000;40388000000;48995000000;3956000000;12087000000;41304000000;0;0;1,70799E+11;22283000000;55888000000;20748000000;93735000000;2797000000;0;7543000000;32687000000;426000000;0;0;0;40201000000;-3454000000;0;2,65595E+11;1,63756E+11;14236000000;0;0;16705000000;30941000000;1,94697E+11;5686000000;3240000000;10903000000;70898000000;0,266940266;0,327739604;0,274489354;0,224142021;2,9775
AAPL;2017;38,53;3;20868968000;20289000000;53892000000;35673000000;4855000000;13936000000;33783000000;5717000000;2298000000;1,94714E+11;10162000000;49049000000;18473000000;97207000000;2836000000;0;7548000000;25744000000;31504000000;0;0;0;35867000000;-150000000;0;2,29234E+11;1,41048E+11;11581000000;0;0;15261000000;26842000000;1,6789E+11;5201000000;2323000000;10157000000;61344000000;0,267604282;0,334021131;0,279578946;0,210924208;2,3025
AAPL;2016;28,1775;3;21883280000;20484000000;46671000000;29299000000;2132000000;8283000000;27010000000;5414000000;3206000000;1,7043E+11;8757000000;37294000000;11605000000;75427000000;2930000000;0;8080000000;22027000000;26019000000;0;0;0;31251000000;634000000;0;2,15639E+11;1,31376E+11;10045000000;0;0;14194000000;24239000000;1,55615E+11;3999000000;1456000000;10505000000;60024000000;0,278354101;0,340072992;0,284605289;0,211867983;2,0775
AAPL;2015;28,6775;3;23013684000;21120000000;20481000000;30343000000;2349000000;15085000000;22471000000;5116000000;3893000000;1,64065E+11;5556000000;35490000000;10999000000;53463000000;3624000000;0;8940000000;25181000000;24062000000;0;0;0;27416000000;-345000000;0;2,33715E+11;1,40089E+11;8067000000;0;0;14329000000;22396000000;1,62485E+11;2921000000;733000000;11257000000;71230000000;0,304772907;0,361572856;0,310271057;0,228457737;2,305
AAPL;2014;25,1875;3;24342288000;13844000000;11233000000;27219000000;2111000000;14124000000;20624000000;4616000000;4142000000;1,30162E+11;3764000000;30196000000;6308000000;28987000000;3031000000;1209000000;8491000000;17244000000;20259000000;0;0;0;23313000000;1082000000;0;1,82795E+11;1,12258E+11;6041000000;0;0;11993000000;18034000000;1,30292E+11;1795000000;384000000;7946000000;52503000000;0,287223392;0,338154764;0,292584589;0,216143768;1,6125
AAPL;2013;17,2411;3;25909268000;14259000000;26287000000;20641000000;1764000000;10335000000;16597000000;1577000000;4179000000;1,06215E+11;5146000000;22367000000;0;16960000000;2625000000;1200000000;7435000000;12656000000;16489000000;0;0;0;19764000000;-471000000;0;1,7091E+11;1,06606E+11;4475000000;0;0;10830000000;15305000000;1,21911E+11;1616000000;136000000;6757000000;48999000000;0,286694752;0,333789714;0,293458545;0,216704698;1,419643
AAPL;2012;23,8252;3;26174904000;10746000000;18383000000;18692000000;791000000;9041000000;15452000000;1135000000;4224000000;92122000000;5478000000;21175000000;0;0;2648000000;1535000000;5953000000;9879000000;13847000000;0;0;0;16422000000;499000000;0;1,56508E+11;87846000000;3381000000;0;0;10040000000;13421000000;1,01267E+11;1088000000;0;3277000000;55241000000;0,352959593;0,377233113;0,356294886;0,266650906;1,576786
AMAT;2018;31,12;3;1013000000;3440000000;590000000;2565000000;3722000000;430000000;1407000000;3368000000;213000000;1568000000;0;996000000;0;5309000000;0;248000000;1347000000;1477000000;0;0;0;0;10000000;-125000000;-13920000000;17253000000;9436000000;2019000000;481000000;521000000;1002000000;3021000000;12457000000;132000000;234000000;457000000;4796000000;0,277980641;0,312119631;0,272068626;0,192024575;3,23
AMAT;2017;55,9;3;1073000000;5010000000;2266000000;2338000000;2930000000;374000000;1066000000;3368000000;412000000;1143000000;0;945000000;0;5304000000;0;182000000;1665000000;1323000000;0;0;0;0;11000000;-64000000;-8856000000;14537000000;8005000000;1774000000;434000000;456000000;890000000;2664000000;10669000000;61000000;198000000;407000000;3868000000;0,266079659;0,298273371;0,256655431;0,236224806;3,17
AMAT;2016;29,08;3;1107000000;3406000000;343000000;2279000000;2050000000;275000000;937000000;3316000000;575000000;929000000;0;813000000;200000000;3143000000;0;151000000;1376000000;1092000000;1000000;0;0;0;11000000;-115000000;-7931000000;10825000000;6314000000;1540000000;390000000;429000000;819000000;2359000000;8673000000;16000000;155000000;389000000;2152000000;0,198799076;0,236212471;0,18595843;0,158983834;1,54
AMAT;2015;16,33;3;1214000000;4797000000;168000000;1739000000;1833000000;724000000;892000000;3302000000;762000000;946000000;0;658000000;1200000000;3342000000;0;118000000;765000000;1057000000;56000000;0;0;0;11000000;-92000000;-6273000000;9659000000;5707000000;1451000000;455000000;428000000;883000000;2334000000;8041000000;8000000;103000000;371000000;1693000000;0,175276944;0,21451496;0,165441557;0,142561342;1,12
