Symbol;Year;stockPrice;Sector;numberOfShares;cashAndCashEquivalents;shortTermInvestments;netReceivables;inventory;otherCurrentAssets;propertyPlantEquipmentNet;goodwill;intangibleAssets;longTermInvestments;otherNonCurrentAssets;accountPayables;shortTermDebt;longTermDebt;deferredRevenueNonCurrent;taxPayables;deferredRevenue;otherCurrentLiabilities;deferredTaxLiabilitiesNonCurrent;otherLiabilities;capitalLeaseObligations;preferredStock;commonStock;accumulatedOtherComprehensiveIncomeLoss;othertotalStockholdersEquity;revenue;costOfRevenue;researchAndDevelopmentExpenses;generalAndAdministrativeExpenses;sellingAndMarketingExpenses;sellingGeneralAndAdministrativeExpenses;operatingExpenses;costAndExpenses;interestIncome;depreciationAndAmortization;operatingIncome;operatingIncomeRatio;ebitdaratio;incomeBeforeTaxRatio;netIncomeRatio;epsdiluted;Column1
AMD;2015;2,92;3;783000000;785000000;0;533000000;678000000;324000000;188000000;278000000;189000000;0;134000000;279000000;230000000;2032000000;0;0;53000000;841000000;0;0;0;0;8000000;-8000000;6894000000;3991000000;2911000000;947000000;0;0;482000000;1432000000;4343000000;0;160000000;167000000;-481000000;-0,120521173;-0,079929842;-0,161864194;-0,165372087;-0,84
AMD;2014;2,65;3;768000000;805000000;235000000;818000000;685000000;193000000;302000000;320000000;284000000;0;125000000;415000000;177000000;2035000000;0;0;72000000;776000000;0;0;0;0;8000000;-5000000;6830000000;5506000000;3667000000;1072000000;0;0;604000000;1690000000;5357000000;3000000;177000000;203000000;-155000000;-0,028151108;-0,003269161;-0,07228478;-0,07319288;-0,53
AMD;2013;3,87;3;754000000;869000000;228000000;832000000;884000000;71000000;346000000;553000000;358000000;90000000;106000000;519000000;60000000;1998000000;0;0;145000000;894000000;0;0;0;0;7000000;-2000000;6782000000;5299000000;3321000000;1201000000;0;0;674000000;1893000000;5214000000;5000000;177000000;236000000;103000000;0,01943763;0,063974335;-0,013964899;-0,015663333;-0,11
AMD;2012;2,28;3;741000000;549000000;453000000;630000000;562000000;71000000;658000000;553000000;96000000;181000000;247000000;278000000;5000000;2037000000;0;0;108000000;1006000000;0;0;0;0;7000000;-3000000;6694000000;5422000000;4187000000;1354000000;0;0;823000000;2191000000;6378000000;8000000;175000000;260000000;-1056000000;-0,19476208;-0,144227222;-0,22445592;-0,218185172;-1,6
AEE;2018;65,23;7;243800000;16000000;0;837000000;483000000;197000000;22810000000;411000000;0;684000000;1777000000;817000000;1177000000;7859000000;0;53000000;116000000;524000000;2666000000;0;0;0;2000000;-22000000;5627000000;6291000000;3496000000;0;0;0;0;1438000000;4934000000;33000000;401000000;1033000000;1357000000;0,215704975;0,3951677;0,16817676;0,129550151;3,32
AEE;2017;58,99;7;242600000;10000000;0;838000000;522000000;242000000;21466000000;411000000;0;704000000;1752000000;902000000;1325000000;7094000000;0;52000000;108000000;553000000;2555000000;0;0;0;2000000;-18000000;5540000000;6177000000;3346000000;0;0;0;0;1373000000;4719000000;34000000;391000000;952000000;1458000000;0,236036911;0,395337542;0,178889429;0,084668933;2,14
AEE;2016;52,46;7;242600000;9000000;0;795000000;527000000;262000000;11478000000;411000000;0;607000000;10610000000;805000000;1239000000;6595000000;0;46000000;107000000;477000000;4319000000;0;0;0;2000000;-23000000;5556000000;6076000000;3383000000;0;0;0;0;1312000000;4695000000;40000000;382000000;923000000;1381000000;0,227287689;0,385121791;0,171329822;0,107472021;2,68
AEE;2015;43,23;7;242600000;292000000;0;725000000;538000000;362000000;18799000000;411000000;0;556000000;1957000000;777000000;696000000;6880000000;0;43000000;0;577000000;3945000000;0;0;0;2000000;-3000000;5616000000;6098000000;3501000000;0;0;0;0;1338000000;4839000000;41000000;355000000;874000000;1259000000;0,206461135;0,364381765;0,155460807;0,103312561;2,59
AEE;2014;46,13;7;242600000;5000000;0;769000000;524000000;748000000;17424000000;411000000;0;549000000;2246000000;711000000;834000000;6120000000;0;46000000;0;658000000;3987000000;0;0;0;2000000;-9000000;5617000000;6053000000;3586000000;0;0;0;0;1213000000;4799000000;37000000;341000000;791000000;1254000000;0,207169998;0,346109367;0,160251115;0,096811498;2,4
AEE;2013;36,16;7;242600000;30000000;0;904000000;526000000;512000000;16205000000;411000000;22000000;494000000;1938000000;806000000;902000000;5504000000;0;55000000;105000000;593000000;3229000000;0;0;0;2000000;3000000;5632000000;5838000000;3490000000;0;0;0;0;1164000000;4654000000;30000000;398000000;737000000;1184000000;0,202809181;0,297190819;0,142000685;0,049503255;1,18
AEE;2012;30,72;7;242600000;209000000;0;818000000;704000000;638000000;16096000000;411000000;16000000;408000000;2535000000;625000000;355000000;6626000000;0;68000000;108000000;542000000;2864000000;0;0;0;2000000;-8000000;5616000000;6828000000;4247000000;0;0;0;0;1243000000;5490000000;33000000;448000000;818000000;-1240000000;-0,181605155;-0,056824839;-0,242237844;-0,14264792;-4,01
AAL;2018;32,11;1;464236000;275000000;4485000000;1706000000;1522000000;649000000;43249000000;4091000000;2137000000;0;1321000000;1773000000;4948000000;29081000000;5272000000;0;7606000000;3769000000;0;0;9556000000;0;5000000;-5274000000;4964000000;44541000000;34490000000;0;0;1520000000;1520000000;6639000000;41129000000;118000000;1056000000;2159000000;2656000000;0,059630453;0,114478795;0,042298107;0,031701129;3,03
AAL;2017;52,03;1;489164000;295000000;4771000000;1752000000;1359000000;969000000;34156000000;4091000000;2203000000;0;1373000000;1688000000;2554000000;22511000000;0;0;6769000000;3953000000;0;0;0;0;5000000;-5154000000;5714000000;42207000000;31154000000;0;0;1477000000;1477000000;6417000000;37571000000;94000000;1053000000;2017000000;4058000000;0,096145189;0,145805198;0,073068448;0,045466392;3,9
AAL;2016;46,69;1;552308000;322000000;6037000000;1594000000;1094000000;1277000000;31159000000;4091000000;2173000000;0;2029000000;1592000000;1855000000;22489000000;526000000;0;6701000000;3724000000;0;0;0;0;5000000;-5083000000;7223000000;40180000000;28339000000;0;0;1323000000;1323000000;5848000000;34187000000;63000000;991000000;1818000000;5284000000;0,131508213;0,176903932;0,106993529;0,066600299;4,81
AAL;2015;42,35;1;668393000;390000000;5864000000;1425000000;863000000;1443000000;27510000000;4091000000;2249000000;0;2103000000;1563000000;2231000000;18330000000;667000000;0;6272000000;3539000000;0;0;0;0;6000000;-4732000000;11591000000;40990000000;27967000000;0;0;1394000000;1394000000;5768000000;33735000000;39000000;880000000;1609000000;6204000000;0,151353989;0,17333496;0,112612832;0,185655038;11,07
AAL;2014;53,63;1;717456000;994000000;6309000000;1771000000;1004000000;2034000000;23084000000;4091000000;2240000000;0;2244000000;1377000000;1708000000;16196000000;829000000;0;4252000000;6098000000;0;0;0;0;7000000;-4559000000;15135000000;42650000000;31939000000;0;0;1544000000;1544000000;5662000000;37601000000;31000000;887000000;1513000000;4249000000;0,099624853;0,131582649;0,075310668;0,067573271;3,93
AAL;2013;25,25;1;107645000;1140000000;8111000000;1560000000;1012000000;2500000000;19259000000;4086000000;2311000000;0;2299000000;1368000000;1446000000;15353000000;935000000;0;4380000000;6612000000;0;0;0;0;3000000;-2032000000;10594000000;26743000000;20658000000;0;0;1158000000;1158000000;4127000000;24785000000;20000000;856000000;1020000000;1399000000;0,052312755;-0,011367461;-0,081516659;-0,068578693;-17,03
AAL;2012;12,7249862;1;125122500;480000000;3412000000;1124000000;580000000;1476000000;13402000000;0;869000000;0;2167000000;1244000000;1419000000;7116000000;223000000;0;4524000000;2117000000;0;0;412000000;0;341000000;-2980000000;4114000000;24855000000;20419000000;0;0;0;0;3942000000;24361000000;26000000;612000000;1015000000;107000000;0,004304969;-0,032910883;-0,098370549;-0,075477771;-14,993307
AEP;2018;74,74;7;492774600;234100000;159100000;1926500000;921100000;873100000;55099100000;52500000;0;3395500000;6141800000;1874300000;3608500000;21648200000;0;1218000000;412200000;1535800000;7086500000;0;0;0;3337400000;-120400000;6486100000;16195700000;7033900000;0;0;0;0;6408500000;13442400000;11600000;984400000;2400400000;2682700000;0,165642732;0,334897535;0,121853331;0,118784616;3,9
AEP;2017;73,57;7;491814651;214600000;161700000;1891000000;953200000;1032600000;50261500000;52500000;0;3738800000;6423200000;2065300000;3392300000;19419600000;0;1115500000;357000000;1341200000;6813900000;0;0;0;3329400000;-67800000;6398700000;15424900000;6453100000;0;0;0;0;5540600000;11993700000;16000000;895000000;2126300000;3570500000;0,231476379;0,382731817;0,182574928;0,123994321;3,88
AEP;2016;62,96;7;491495458;210500000;331700000;1916700000;967300000;2607700000;45639300000;52500000;0;3742300000;7999700000;1688500000;4591000000;17378400000;0;1048000000;343200000;1827300000;11884400000;0;0;0;3328300000;-156300000;6332600000;16380100000;6968000000;0;0;0;0;5937200000;12905200000;16300000;877200000;2090900000;1207100000;0,073693079;0,213997473;0,029035232;0,037295255;1,24
AEP;2015;58,27;7;490340522;176400000;386800000;1640500000;1339400000;529300000;46133200000;52500000;0;3856300000;7568700000;1418000000;2631800000;17740900000;0;979100000;346600000;1733000000;11733200000;0;0;0;3324000000;-127100000;6296500000;16453200000;7433500000;0;0;0;0;5686200000;13119700000;7900000;873900000;2154700000;3333500000;0,202604964;0,364385044;0,159415798;0,124419566;4,17
AEP;2014;60,72;7;488592997;163000000;386000000;1926000000;1325000000;678000000;44117000000;91000000;0;4168000000;6779000000;1287000000;3849000000;16181000000;0;871000000;324000000;1636000000;10986000000;0;0;0;3313000000;-103000000;6204000000;17020000000;7719000000;0;0;0;0;6069000000;13788000000;7000000;885000000;2073000000;3232000000;0,189894242;0,325146886;0,146298472;0,0960047;3,34
AEP;2013;46,74;7;486619555;118000000;353000000;1860000000;1423000000;556000000;40997000000;91000000;0;4305000000;6711000000;1266000000;2306000000;16828000000;0;822000000;299000000;1419000000;10300000000;0;0;0;3303000000;-115000000;6131000000;15357000000;6738000000;0;0;0;0;5538000000;12276000000;58000000;906000000;1874000000;2855000000;0,185908706;0,321937878;0,137396627;0,09637299;3,04
AEP;2012;42,68;7;484682469;279000000;324000000;1871000000;1519000000;596000000;38763000000;91000000;0;3823000000;7101000000;1169000000;3152000000;15586000000;0;747000000;316000000;1439000000;9252000000;0;0;0;3289000000;-337000000;6049000000;14945000000;6395000000;0;0;0;0;5594000000;11989000000;8000000;988000000;1918000000;2656000000;0,1777183;0,319103379;0,121913684;0,084242221;2,6
AXP;2018;95,32;8;856000000;27381000000;2262000000;2907000000;0;0;4416000000;3072000000;275000000;5690000000;0;12255000000;3100000000;58423000000;1759000000;0;0;0;0;1,66312E+11;19000000;0;170000000;-2597000000;12218000000;40315000000;0;0;5250000000;6470000000;11720000000;0;0;10606000000;2943000000;1293000000;0;0;0,306536029;0,201463475;0,171673075;7,91
AXP;2017;99,31;8;883000000;32879000000;625000000;3163000000;0;0;4329000000;3009000000;899000000;4182000000;0;14657000000;3278000000;55804000000;1554000000;0;0;0;0;1,62932E+11;23000000;0;172000000;-2428000000;12210000000;33471000000;0;0;5258000000;3217000000;8475000000;0;0;8553000000;2112000000;1321000000;0;0;0,324071584;0,221505184;0,081742404;2,97
AXP;2016;74,08;8;933000000;25093000000;0;3232000000;0;0;4433000000;2927000000;868000000;3981000000;0;11190000000;5581000000;46990000000;1411000000;0;0;0;0;1,38392E+11;24000000;0;181000000;-2784000000;12733000000;33337000000;0;0;5259000000;3650000000;8909000000;0;0;7475000000;1704000000;1095000000;0;0;0,32681405;0,242853286;0,162222156;5,65
AXP;2015;69,55;8;999000000;22762000000;0;3024000000;0;0;4108000000;2749000000;796000000;4397000000;0;11822000000;4812000000;48061000000;1343000000;0;0;0;0;1,40511E+11;29000000;0;194000000;-2534000000;13348000000;32757000000;0;0;4976000000;3109000000;8085000000;0;0;7545000000;1623000000;1043000000;0;0;0,323717068;0,242329884;0,157615166;5,05
AXP;2014;93,04;8;1045000000;22288000000;0;2614000000;0;0;3938000000;3024000000;854000000;4431000000;0;11300000000;3480000000;57955000000;1308000000;0;0;0;0;1,3843E+11;31000000;0;205000000;-1919000000;12874000000;33548000000;0;0;6095000000;11073000000;17168000000;0;0;7179000000;1707000000;1012000000;0;0;0,349052104;0,268004054;0,175420293;5,56
AXP;2013;90,73;8;1082000000;19486000000;0;3408000000;0;0;3875000000;3198000000;817000000;5016000000;0;10615000000;5021000000;55330000000;1314000000;0;0;0;0;1,33879E+11;109000000;0;213000000;-1426000000;12202000000;32970000000;0;0;6191000000;10267000000;16458000000;0;0;7005000000;1958000000;1020000000;0;0;0,329572338;0,239247801;0,162541705;4,88
AXP;2012;57,48;8;1135000000;22250000000;0;3576000000;0;0;3635000000;3181000000;993000000;5614000000;0;10006000000;3314000000;58973000000;1286000000;0;0;0;0;1,34254E+11;118000000;0;221000000;-927000000;12067000000;31582000000;0;0;6597000000;9971000000;16568000000;0;0;6854000000;2226000000;991000000;0;0;0,306123741;0,204261921;0,141916281;3,89
AIG;2018;39,41;8;898405537;2873000000;2,39065E+11;11011000000;0;0;0;4082000000;0;2,51733E+11;0;0;0;34540000000;0;0;0;0;0;4,34675E+11;0;0;4766000000;-1413000000;32124000000;47481000000;0;0;9302000000;0;9302000000;0;47224000000;0;1309000000;5362000000;0;0;0,143615341;0,005412691;-0,000126366;-0,01
AIG;2017;59,58;8;930561286;2362000000;2,49378E+11;10248000000;0;0;0;1594000000;0;2,64447E+11;0;0;0;31640000000;0;0;0;0;0;4,32593E+11;0;0;4766000000;5465000000;33483000000;49930000000;0;0;9107000000;0;9107000000;0;48464000000;0;1168000000;3874000000;0;0;0,129861807;0,029361106;-0,121850591;-6,54
AIG;2016;65,31;8;1091085131;1868000000;2,53839E+11;10465000000;0;0;0;1528000000;0;2,70397E+11;0;0;0;30912000000;0;0;0;0;0;4,21406E+11;0;0;4766000000;3230000000;39593000000;52754000000;0;0;10989000000;0;10989000000;0;52828000000;0;1260000000;4090000000;0;0;0,088827387;-0,001402737;-0,016093566;-0,78
AIG;2015;61,97;8;1299825350;1629000000;2,58377E+11;11451000000;0;0;0;1613000000;0;2,78995E+11;0;0;0;29350000000;0;0;0;0;0;4,06733E+11;0;0;4766000000;2537000000;51412000000;58925000000;0;0;12686000000;0;12686000000;0;55644000000;0;1281000000;4629000000;0;0;0,155536699;0,05568095;0,037267713;1,65
AIG;2014;56,01;8;1427959799;1758000000;2,71102E+11;12031000000;0;0;0;1454000000;0;2,96258E+11;0;0;0;31217000000;0;0;0;0;0;4,08309E+11;0;0;4766000000;10617000000;61740000000;64608000000;0;0;14723000000;0;14723000000;0;54107000000;0;1718000000;4448000000;0;0;0,257274641;0,162534052;0,116533556;5,2
AIG;2013;51,05;8;1474171690;2241000000;2,79891E+11;12939000000;0;0;0;1475000000;0;3,07004E+11;0;0;0;41693000000;0;0;0;0;0;4,40218E+11;0;0;4766000000;6360000000;66379000000;69675000000;0;0;4549000000;0;4549000000;0;60307000000;0;2142000000;4713000000;0;0;0,233943308;0,134452817;0,130391102;6,13
AIG;2012;35,3;8;1687197038;1151000000;2,98767E+11;13989000000;0;0;0;1469000000;0;3,27225E+11;0;0;0;48500000000;0;0;0;0;0;4,4963E+11;0;0;4766000000;12574000000;66486000000;65552000000;0;0;0;0;0;0;56230000000;0;2319000000;5307000000;0;0;0,192732487;0,142207713;0,052446912;2,04
AMT;2018;158,19;10;439606000;1208700000;0;671400000;0;505000000;11247100000;5501900000;11174300000;0;2544300000;130800000;2754800000;18405100000;504600000;229800000;304100000;1270400000;535900000;0;0;0;4500000;-2642900000;9174000000;7440100000;2177800000;0;733200000;0;733200000;3357300000;5535100000;55800000;826700000;2110800000;1905000000;0,256044946;0,546202336;0,155186086;0,166180562;2,77
AMT;2017;142,67;10;428181000;802100000;1000000;685700000;0;549300000;11101000000;5638400000;11783300000;0;2449100000;142900000;774800000;19430300000;509200000;195000000;268800000;1130600000;898100000;0;0;0;4400000;-1978300000;9273500000;6663900000;2056600000;0;637000000;0;637000000;2608900000;4665500000;47400000;750800000;1715900000;1998400000;0,299884452;0,560677681;0,188493225;0,185912154;2,67
AMT;2016;105,68;10;425143000;787161000;4026000;397600000;0;501083000;10517258000;5070680000;11274611000;0;2131053000;118666000;238806000;18294659000;457272000;149912000;245387000;878498000;777572000;0;0;74000;4299000;-1999332000;9835819000;5785668000;1790389000;0;543395000;0;543395000;2142250000;3932639000;37741000;718288000;1525635000;1853029000;0,32027918;0,580027924;0,194594643;0,165309347;1,98
AMT;2015;96,95;10;418907000;320686000;0;291766000;0;384016000;9866424000;4091805000;9837876000;0;1899658000;96714000;50202000;17068807000;451844000;75827000;211001000;766285000;0;0;0;74000;4267000;-1836996000;9482869000;4771516000;1308868000;0;497835000;0;497835000;1849859000;3158727000;28508000;596769000;1285328000;1612789000;0,338003477;0,571123727;0,173940945;0,143575752;1,41
AMT;2014;98,85;10;395958000;313492000;6302000;247294000;0;380880000;7626817000;4017082000;6889331000;0;1597161000;90366000;897624000;13711084000;415809000;61206000;233819000;646677000;0;0;0;60000;3995000;-794221000;5581046000;4100048000;1094265000;0;446542000;0;446542000;1518861000;2613126000;26031000;581716000;1003802000;1486922000;0,362659657;0,603147329;0,211144845;0,201195206;2
AMT;2013;79,82;10;395040000;293576000;18612000;254758000;0;385710000;7262175000;3729901000;6701459000;0;1363851000;171050000;70132000;14408146000;278295000;54529000;161926000;467121000;0;0;0;0;3976000;-311220000;4922876000;3361407000;859873000;0;415545000;0;415545000;1287229000;2147102000;33424000;459779000;800145000;1214305000;0,361249025;0,556552063;0,161167333;0,16401852;1,38
AMT;2012;77,27;10;394772000;368618000;6018000;159414000;0;295478000;5789995000;2912046000;3115053000;0;1228989000;89578000;60031000;8693345000;164032000;36814000;124147000;321608000;0;0;0;0;3959000;-183347000;4949396000;2875960000;722479000;0;327301000;0;327301000;1033762000;1756241000;23423000;403150000;644276000;1119719000;0,389337473;0,623100808;0,243846924;0,22158966;1,6
AWK;2018;90,77;7;180000000;130000000;0;487000000;41000000;123000000;17409000000;1575000000;84000000;0;1374000000;175000000;1035000000;7569000000;0;45000000;0;839000000;1740000000;0;0;0;2000000;-34000000;6360000000;3440000000;1479000000;0;0;0;0;822000000;2301000000;0;-350000000;545000000;1102000000;0,320348837;0,286046512;0,22877907;0,164825581;3,15
AWK;2017;91,49;7;178000000;55000000;0;484000000;41000000;140000000;16246000000;1379000000;0;0;1137000000;195000000;1227000000;6490000000;0;33000000;0;870000000;1573000000;0;0;0;2000000;-79000000;6185000000;3357000000;1378000000;0;0;0;0;751000000;2129000000;0;-342000000;492000000;1244000000;0,37056896;0,316353887;0,271671135;0,126899017;2,38
